#GET [h], theta_SUN [deg], phi_SUN [deg], theta_MOON [deg], phi_MOON [deg], theta_EARTH [deg], phi_EARTH [deg] 
227.14966,80.90148,126.6992,132.31478,-85.724757,97.940222,146.73069
227.15056,80.875521,126.70313,132.33186,-85.734064,97.914222,146.73482
227.15146,80.856186,126.70377,132.34147,-85.745563,97.893243,146.73701
227.15236,80.836851,126.70441,132.35107,-85.757076,97.872256,146.73921
227.15326,80.817513,126.70505,132.36068,-85.768595,97.851271,146.7414
227.15416,80.798176,126.7057,132.37028,-85.780099,97.830289,146.7436
227.15508,80.778838,126.70636,132.37983,-85.79155,97.809304,146.74583
227.15604,80.758015,126.70707,132.39018,-85.803972,97.786703,146.74822
227.15695,80.738676,126.70773,132.39975,-85.815463,97.765716,146.75044
227.15785,80.719338,126.7084,132.40935,-85.826966,97.74473,146.75268
227.15875,80.7,126.70908,132.41892,-85.838485,97.723735,146.75494
227.15965,80.680661,126.70975,132.42851,-85.850003,97.702747,146.75718
227.16055,80.661323,126.71043,132.4381,-85.861514,97.681758,146.75944
227.16145,80.641983,126.71112,132.44767,-85.873038,97.66076,146.76172
227.16235,80.622644,126.71182,132.45725,-85.884548,97.63977,146.76399
227.16327,80.603304,126.71252,132.46678,-85.896001,97.618783,146.76628
227.16417,80.583964,126.71322,132.47634,-85.907528,97.597784,146.76857
227.16515,80.563136,126.71398,132.48663,-85.919896,97.575176,146.77105
227.16605,80.543795,126.7147,132.4962,-85.931406,97.554183,146.77335
227.16695,80.52676,126.71535,132.50316,-85.942583,97.534933,146.77607
227.16785,80.532631,126.71543,132.48431,-85.950322,97.533051,146.78276
227.16875,80.538503,126.7155,132.46545,-85.958067,97.531161,146.78945
227.16965,80.544378,126.71557,132.4466,-85.965796,97.529276,146.79613
227.17056,80.550251,126.71565,132.42772,-85.973486,97.527385,146.80282
227.17146,80.556126,126.71573,132.40887,-85.981189,97.525496,146.8095
227.17236,80.561997,126.71581,132.39,-85.988904,97.52359,146.81619
227.17334,80.568324,126.71588,132.36967,-85.997167,97.521548,146.82337
227.17424,80.574195,126.71596,132.3508,-86.00486,97.519639,146.83005
227.17514,80.58007,126.71604,132.33193,-86.012554,97.517728,146.83673
227.17604,80.585941,126.71611,132.31306,-86.020232,97.515816,146.84339
227.17694,80.591813,126.71619,132.29419,-86.027903,97.513898,146.85007
227.17784,80.597687,126.71626,132.27533,-86.035564,97.511985,146.85672
227.17876,80.603559,126.71635,132.25641,-86.043163,97.510064,146.86339
227.17966,80.609434,126.71643,132.23753,-86.050819,97.508134,146.87007
227.18056,80.615306,126.71651,132.21866,-86.058461,97.506203,146.87673
227.18146,80.62118,126.71658,132.19979,-86.066094,97.504277,146.88338
227.18243,80.627502,126.71667,132.17945,-86.074314,97.502185,146.89056
227.18333,80.633375,126.71675,132.16056,-86.081944,97.500241,146.89722
227.18423,80.642902,126.71282,132.13862,-86.091765,97.501737,146.90001
227.18513,80.653446,126.70778,132.11583,-86.102184,97.504188,146.90174
227.18604,80.663984,126.70274,132.09303,-86.11257,97.506632,146.90347
227.18695,80.67453,126.6977,132.07022,-86.12294,97.509084,146.9052
227.18785,80.685071,126.69266,132.04742,-86.133351,97.511516,146.90693
227.18875,80.695615,126.68762,132.02464,-86.143743,97.513959,146.90864
227.18965,80.706162,126.68259,132.00185,-86.154127,97.516397,146.91037
227.19063,80.717521,126.67717,131.97729,-86.165262,97.519025,146.91222
227.19153,80.72807,126.67214,131.9545,-86.175622,97.521463,146.91394
227.19243,80.738621,126.66712,131.9317,-86.185988,97.523892,146.91567
227.19333,80.749172,126.66208,131.90892,-86.196341,97.526328,146.91737
227.19423,80.759724,126.65706,131.88611,-86.206693,97.528752,146.91909
227.19514,80.77028,126.65204,131.8633,-86.216991,97.531187,146.92081
227.19604,80.780835,126.64702,131.8405,-86.227325,97.53361,146.92253
227.19695,80.791392,126.642,131.81769,-86.237608,97.536041,146.92424
227.19785,80.801951,126.63698,131.79488,-86.247929,97.538459,146.92596
227.19882,80.813321,126.63158,131.77033,-86.259028,97.541065,146.9278
227.19972,80.823882,126.62657,131.74753,-86.26932,97.543487,146.92951
227.20062,80.824206,126.6214,131.7382,-86.279454,97.539415,146.92803
227.20152,80.813255,126.61605,131.74372,-86.289419,97.528209,146.92302
227.20242,80.802305,126.6107,131.74924,-86.299371,97.517006,146.91801
227.20334,80.791353,126.60536,131.75472,-86.309272,97.505802,146.91301
227.20424,80.780399,126.60001,131.76024,-86.319234,97.494593,146.908
227.20514,80.769443,126.59467,131.76574,-86.329218,97.483369,146.90301
227.20604,80.758487,126.58933,131.77125,-86.339194,97.472149,146.89803
227.20694,80.74753,126.58399,131.77677,-86.349166,97.460934,146.89303
227.20792,80.735725,126.57824,131.78269,-86.359876,97.44885,146.88766
227.20882,80.724764,126.57291,131.78821,-86.369859,97.437624,146.88268
227.20972,80.713802,126.56757,131.79373,-86.379838,97.426399,146.87769
227.21063,80.702836,126.56223,131.79922,-86.389816,97.415165,146.87271
227.21153,80.691871,126.55689,131.80474,-86.399802,97.403936,146.86773
227.21243,80.680906,126.55156,131.81025,-86.409796,97.392702,146.86276
227.21333,80.669936,126.54623,131.81576,-86.4198,97.381459,146.8578
227.21423,80.658966,126.5409,131.82127,-86.429809,97.370214,146.85284
227.21513,80.647995,126.53557,131.82679,-86.439816,97.358972,146.84787
227.21611,80.636177,126.52983,131.83271,-86.450563,97.346865,146.84252
227.21701,80.630271,126.52368,131.83678,-86.455912,97.342159,146.83549
227.21791,80.649412,126.51341,131.83368,-86.438266,97.369773,146.81818
227.21883,80.668556,126.50314,131.83052,-86.420551,97.397391,146.80089
227.21973,80.687707,126.49288,131.8274,-86.402862,97.425023,146.78358
227.22063,80.70686,126.48263,131.82425,-86.385166,97.45265,146.76629
227.22153,80.726021,126.47237,131.82109,-86.367457,97.480288,146.74899
227.22243,80.745188,126.46213,131.81791,-86.349722,97.507932,146.73171
227.22333,80.764359,126.4519,131.81473,-86.331962,97.53559,146.71441
227.22424,80.783533,126.44167,131.8115,-86.31416,97.563247,146.69714
227.2252,80.804189,126.43065,131.80806,-86.295034,97.59304,146.67851
227.2261,80.823373,126.42044,131.80483,-86.27723,97.620708,146.66124
227.22702,80.842564,126.41023,131.80154,-86.259344,97.648392,146.64396
227.22792,80.861759,126.40002,131.79828,-86.241505,97.676075,146.62668
227.22882,80.880956,126.38982,131.79501,-86.223635,97.703771,146.60939
227.22972,80.900162,126.37963,131.79172,-86.205759,97.731467,146.59213
227.23062,80.919372,126.36943,131.78841,-86.187872,97.75917,146.57485
227.23152,80.938584,126.35925,131.78509,-86.169964,97.786874,146.55758
227.23244,80.957802,126.34907,131.78172,-86.151975,97.8146,146.5403
227.2334,80.978505,126.33812,131.77813,-86.132675,97.844448,146.52172
227.2343,80.991364,126.33434,131.77619,-86.115757,97.86366,146.51266
227.23521,81.00319,126.33159,131.77447,-86.098974,97.881498,146.50492
227.23611,81.015016,126.32885,131.77276,-86.08222,97.899332,146.49717
227.23701,81.026843,126.32612,131.77102,-86.065461,97.917157,146.48946
227.23792,81.03867,126.32337,131.76929,-86.048659,97.935,146.48171
227.23882,81.050498,126.32063,131.76756,-86.031886,97.952838,146.47397
227.23972,81.062327,126.3179,131.76581,-86.01512,97.970667,146.46625
227.24063,81.074159,126.31517,131.76405,-85.998303,97.988511,146.45851
227.24153,81.08599,126.31244,131.76229,-85.981519,98.006346,146.45078
227.2425,81.098729,126.30949,131.7604,-85.963439,98.025556,146.44245
227.24341,81.110562,126.30678,131.75862,-85.946596,98.043402,146.43472
227.24431,81.122393,126.30405,131.75684,-85.929807,98.061237,146.42699
227.24521,81.134226,126.30132,131.75507,-85.912994,98.079082,146.41925
227.24611,81.146059,126.2986,131.75329,-85.896185,98.096921,146.41152
227.24701,81.157893,126.29588,131.75151,-85.879361,98.114769,146.40378
227.24791,81.169731,126.29317,131.7497,-85.862544,98.132608,146.39606
227.24883,81.181565,126.29045,131.74787,-85.845654,98.150459,146.38832
227.24973,81.193401,126.28774,131.74606,-85.828823,98.168304,146.38058
227.2507,81.192581,126.30344,131.74688,-85.808366,98.169146,146.39496
227.2516,81.179891,126.3344,131.75009,-85.787293,98.153778,146.42828
227.2525,81.167217,126.36538,131.75329,-85.766214,98.138422,146.46161
227.2534,81.154553,126.39634,131.75648,-85.745132,98.123078,146.49494
227.2543,81.141907,126.42733,131.75964,-85.724026,98.107749,146.52829
227.2552,81.129277,126.45831,131.7628,-85.702904,98.092438,146.56163
227.2561,81.11666,126.4893,131.76595,-85.681781,98.077139,146.59498
227.25702,81.104055,126.52029,131.76905,-85.660578,98.061859,146.62833
227.25792,81.091469,126.55129,131.77218,-85.639413,98.046596,146.66169
227.25882,81.078897,126.58229,131.7753,-85.618238,98.031345,146.69505
227.2598,81.065368,126.61568,131.77862,-85.595389,98.014936,146.73098
227.2607,81.052828,126.64669,131.78172,-85.574185,97.999718,146.76435
227.2616,81.0403,126.6777,131.78479,-85.552974,97.984509,146.79773
227.2625,81.027787,126.70871,131.78786,-85.531748,97.96932,146.8311
227.2634,81.015287,126.73973,131.79092,-85.510512,97.954138,146.86449
227.26431,81.002803,126.77076,131.79394,-85.489222,97.93898,146.89788
227.26521,80.990334,126.80178,131.79698,-85.46796,97.923836,146.93126
227.26611,80.977878,126.83281,131.80001,-85.446679,97.908701,146.96466
227.26701,80.966504,126.86162,131.80266,-85.426497,97.894934,146.99559
227.26799,80.959939,126.88079,131.80353,-85.410702,97.88728,147.01577
227.26889,80.953844,126.89858,131.80435,-85.396078,97.880161,147.03451
227.26979,80.947755,126.91637,131.80518,-85.381441,97.873056,147.05325
227.27069,80.94167,126.93417,131.806,-85.366796,97.865955,147.072
227.27159,80.935586,126.95197,131.80681,-85.352162,97.858848,147.09075
227.2725,80.929511,126.96977,131.80761,-85.337486,97.851757,147.1095
227.2734,80.923441,126.98758,131.80841,-85.322829,97.844667,147.12826
227.2743,80.917375,127.00538,131.80922,-85.308177,97.837583,147.14701
227.2752,80.911311,127.02318,131.81002,-85.293538,97.830492,147.16577
227.27611,80.905253,127.04098,131.8108,-85.278852,97.823419,147.18451
227.27708,80.898734,127.06016,131.81166,-85.263058,97.815802,147.20472
227.27798,80.892682,127.07797,131.81245,-85.248405,97.808724,147.22348
227.27888,80.886639,127.09577,131.81324,-85.233742,97.801658,147.24224
227.27979,80.880599,127.11358,131.81401,-85.219045,97.794599,147.261
227.2807,80.874563,127.13139,131.81477,-85.204351,97.787541,147.27976
227.2816,80.868531,127.1492,131.81555,-85.189691,97.780482,147.29853
227.2825,80.862505,127.16701,131.81633,-85.175012,97.773435,147.31729
227.2834,80.856483,127.18482,131.8171,-85.160335,97.76639,147.33606
227.2843,80.855394,127.18972,131.81779,-85.15168,97.766602,147.33993
227.28528,80.855082,127.19274,131.8185,-85.143363,97.768103,147.34152
227.28618,80.854795,127.19555,131.81918,-85.135667,97.769498,147.34299
227.28708,80.854506,127.19836,131.81986,-85.127988,97.770885,147.34446
227.28798,80.854216,127.20116,131.82054,-85.120296,97.77228,147.34592
227.2889,80.853928,127.20397,131.82119,-85.112544,97.773681,147.34739
227.2898,80.85364,127.20677,131.82186,-85.104868,97.775071,147.34885
227.2907,80.853356,127.20958,131.82254,-85.09718,97.776466,147.35032
227.2916,80.853067,127.21239,131.82322,-85.089496,97.777858,147.35178
227.2925,80.852779,127.21519,131.8239,-85.081818,97.779249,147.35325
227.2934,80.852491,127.218,131.82458,-85.074136,97.780639,147.35472
227.29437,80.852179,127.22102,131.82532,-85.065864,97.782139,147.35629
227.29527,80.851892,127.22383,131.82601,-85.058173,97.783535,147.35776
227.29617,80.851605,127.22664,131.82667,-85.05051,97.784916,147.35924
227.29709,80.851317,127.22945,131.82732,-85.042768,97.786319,147.36069
227.29799,80.85103,127.23225,131.82801,-85.035087,97.787714,147.36215
227.29889,80.850743,127.23506,131.82868,-85.02742,97.789099,147.36363
227.29979,80.850455,127.23786,131.82937,-85.019742,97.790496,147.36508
227.30069,80.842512,127.22785,131.83215,-85.03344,97.781874,147.35574
227.30159,80.828378,127.20747,131.8366,-85.064434,97.765143,147.33768
227.30257,80.813148,127.18552,131.84137,-85.097792,97.747117,147.31823
227.30347,80.799002,127.16513,131.84582,-85.128816,97.730366,147.30017
227.30438,80.78485,127.14476,131.85023,-85.159808,97.713606,147.28213
227.30528,80.770694,127.12438,131.85467,-85.19084,97.69684,147.26408
227.30618,80.75653,127.10401,131.85911,-85.22189,97.680059,147.24604
227.30708,80.742364,127.08363,131.86354,-85.252939,97.663274,147.228
227.30798,80.728191,127.06325,131.86796,-85.284014,97.646471,147.20998
227.30888,80.714015,127.04288,131.87237,-85.315093,97.629662,147.19195
227.3098,80.699831,127.02251,131.87675,-85.346118,97.612849,147.17394
227.3107,80.685645,127.00214,131.88117,-85.377199,97.59603,147.15593
227.31166,80.670359,126.98019,131.88593,-85.41074,97.577889,147.13653
227.31258,80.656163,126.95982,131.89029,-85.441795,97.561053,147.11853
227.31348,80.641958,126.93946,131.89468,-85.472928,97.544186,147.10055
227.31438,80.62775,126.91908,131.89907,-85.504071,97.52732,147.08255
227.31528,80.613537,126.89872,131.90346,-85.535209,97.510446,147.06457
227.31618,80.59932,126.87834,131.90785,-85.566368,97.493565,147.04659
227.31708,80.584581,126.85786,131.91274,-85.597815,97.476234,147.02844
227.318,80.568249,126.83702,131.91919,-85.630051,97.457581,147.00971
227.3189,80.551913,126.81617,131.92567,-85.662363,97.438911,146.99099
227.31985,80.534314,126.79372,131.93269,-85.697221,97.418791,146.97084
227.32077,80.517964,126.77288,131.93913,-85.729492,97.400106,146.95213
227.32167,80.501611,126.75204,131.94559,-85.761841,97.381401,146.93344
227.32257,80.485249,126.7312,131.95206,-85.794194,97.362689,146.91475
227.32347,80.468882,126.71035,131.95851,-85.826577,97.343961,146.89606
227.32437,80.452507,126.68952,131.96497,-85.858963,97.32522,146.87739
227.32527,80.436127,126.66868,131.97142,-85.891352,97.306475,146.85872
227.32619,80.419742,126.64785,131.97782,-85.923703,97.287721,146.84005
227.32709,80.403347,126.62702,131.98426,-85.956125,97.268946,146.8214
227.32799,80.386947,126.60618,131.99069,-85.988565,97.250161,146.80276
227.32896,80.369281,126.58375,131.99761,-86.023509,97.22992,146.78268
227.32986,80.352868,126.56292,132.00404,-86.055961,97.211117,146.76405
227.33076,80.336451,126.54209,132.01045,-86.088437,97.192297,146.74543
227.33167,80.320027,126.52127,132.01685,-86.120891,97.173471,146.72681
227.33257,80.303595,126.50044,132.02326,-86.153395,97.154628,146.7082
227.33347,80.28716,126.47962,132.02965,-86.185909,97.135775,146.6896
227.33438,80.291948,126.48854,132.02723,-86.168457,97.142645,146.69681
227.33528,80.298149,126.49943,132.02425,-86.14771,97.15123,146.70572
227.33618,80.304352,126.51033,132.02126,-86.12696,97.159813,146.71465
227.33716,80.311028,126.52206,132.01801,-86.104605,97.16905,146.72426
227.33806,80.317229,126.53296,132.01502,-86.083863,97.177629,146.73319
227.33896,80.323427,126.54386,132.01202,-86.063129,97.186202,146.74213
227.33986,80.329622,126.55475,132.00901,-86.042422,97.194764,146.75106
227.34138,80.340108,126.57319,132.00394,-86.007364,97.209269,146.76616
227.34229,80.346301,126.58409,132.00092,-85.98662,97.217833,146.7751
227.3432,80.352494,126.59498,131.9979,-85.965886,97.226399,146.78403
227.3441,80.358689,126.60588,131.99488,-85.945178,97.234961,146.79297
227.34506,80.365355,126.61762,131.99166,-85.922911,97.244172,146.80259
227.34598,80.371544,126.62852,131.9886,-85.902166,97.25273,146.81153
227.34688,80.377735,126.63941,131.98559,-85.881468,97.261287,146.82046
227.34778,80.383922,126.65031,131.98257,-85.860785,97.269836,146.8294
227.34868,80.390108,126.66121,131.97955,-85.840101,97.278385,146.83834
227.34958,80.396297,126.6721,131.97651,-85.819436,97.286927,146.84729
227.35048,80.404092,126.68464,131.97311,-85.795266,97.297611,146.85741
227.3514,80.415277,126.70063,131.96884,-85.76372,97.312792,146.87003
227.3523,80.426459,126.71663,131.96461,-85.732232,97.327959,146.88267
227.35327,80.438498,126.73383,131.96004,-85.698337,97.344293,146.89626
227.35417,80.449674,126.74983,131.95579,-85.666864,97.359448,146.90891
227.35507,80.460846,126.76582,131.95154,-85.635405,97.374599,146.92154
227.35597,80.472016,126.78181,131.94729,-85.603955,97.389744,146.93418
227.35687,80.483182,126.7978,131.94302,-85.572507,97.404883,146.94683
227.35777,80.494348,126.81379,131.93875,-85.541071,97.420019,146.95947
227.35867,80.505509,126.82979,131.93447,-85.509643,97.435141,146.97213
227.35959,80.516665,126.84578,131.93015,-85.478161,97.450271,146.98478
227.36049,80.527819,126.86177,131.92586,-85.446754,97.465381,146.99744
227.36139,80.53897,126.87776,131.92156,-85.415357,97.480486,147.0101
227.36237,80.550974,126.89499,131.91692,-85.381509,97.496757,147.02372
227.36327,80.562121,126.91098,131.91261,-85.350125,97.511854,147.03639
227.36417,80.573264,126.92698,131.90829,-85.318743,97.526941,147.04906
227.36507,80.584399,126.94298,131.90398,-85.287366,97.542027,147.06173
227.36597,80.595536,126.95897,131.89964,-85.256009,97.5571,147.07441
227.36688,80.606571,126.97492,131.89534,-85.224762,97.572064,147.08704
227.36778,80.610996,126.98674,131.89455,-85.203169,97.579456,147.0964
227.36868,80.615416,126.99857,131.89374,-85.181596,97.586833,147.10577
227.36958,80.619842,127.0104,131.89293,-85.160001,97.594222,147.11515
227.37056,80.624604,127.02315,131.89203,-85.136731,97.602172,147.12524
227.37146,80.629029,127.03498,131.89121,-85.115154,97.609551,147.13463
227.37236,80.633453,127.04681,131.8904,-85.09358,97.616932,147.14399
227.37326,80.637871,127.05864,131.88957,-85.072017,97.624302,147.15337
227.37416,80.642293,127.07047,131.88875,-85.050445,97.631678,147.16275
227.37508,80.646715,127.08231,131.8879,-85.028811,97.639063,147.17212
227.37598,80.651132,127.09413,131.88706,-85.007267,97.646424,147.1815
227.37688,80.655553,127.10596,131.88624,-84.985696,97.653801,147.19087
227.37778,80.659973,127.1178,131.8854,-84.964149,97.661161,147.20026
227.37868,80.664392,127.12963,131.88457,-84.942588,97.668532,147.20963
227.37965,80.669151,127.14237,131.88366,-84.919383,97.676458,147.21974
227.38055,80.673565,127.15419,131.88282,-84.89785,97.683813,147.22912
227.38145,80.677984,127.16602,131.88198,-84.876298,97.691178,147.2385
